Pharmacy_Name,Area,Medicine_Name,Medicine_Category,Stock_Quantity,Reorder_Level,Daily_Usage,Demand_Level,Delivery_Time_Days,Season,Disease_Outbreak,Date,Availability,Contact_Number,Opening_Hour,Closing_Hour,Home_Delivery,Delivery_Time_Minutes,Pharmacy_Type,Last_Updated
MedPlus,Dadar,Metformin,Diabetes,11,36,11,Medium,4,Summer,No,2025-09-21,Low Stock,9419705654,9,23,No,19,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,61,34,11,Medium,4,Summer,No,2025-03-27,Available,9637507847,9,22,No,48,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,30,22,8,Low,3,Summer,No,2025-02-25,Available,9324176234,9,22,Yes,24,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Cetrizine,Allergy,80,26,9,Medium,2,Summer,No,2025-04-10,Available,9499821128,8,23,No,44,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,23,38,6,Low,5,Winter,No,2025-01-06,Low Stock,9192886439,10,23,No,51,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Vitamin D,Supplement,48,48,7,Low,3,Winter,No,2026-01-01,Available,9434544602,9,21,No,44,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Cetrizine,Allergy,25,44,13,Medium,3,Winter,No,2025-12-26,Low Stock,9848473894,8,22,No,37,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Insulin,Diabetes,6,29,14,Medium,5,Rainy,Yes,2025-06-30,Low Stock,9742395974,8,23,No,46,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Dolo,Painkiller,45,47,9,Medium,2,Summer,No,2025-09-17,Low Stock,9856844987,10,22,Yes,10,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Dolo,Painkiller,0,34,15,Medium,3,Summer,No,2025-02-16,Out of Stock,9843655079,8,23,No,21,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Paracetamol,Painkiller,79,49,7,Low,2,Summer,No,2025-10-01,Available,9587021815,10,22,Yes,27,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Crocin,Painkiller,2,28,21,High,4,Rainy,Yes,2025-06-11,Low Stock,9194369163,10,23,No,51,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Paracetamol,Painkiller,47,32,15,Medium,6,Rainy,Yes,2025-08-30,Available,9718563175,8,22,Yes,28,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Paracetamol,Painkiller,8,42,12,Medium,5,Rainy,Yes,2025-08-21,Low Stock,9121073980,8,21,No,36,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,71,41,17,High,5,Winter,Yes,2025-12-20,Available,9513253739,9,21,Yes,58,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,34,23,5,Low,4,Winter,No,2025-12-24,Available,9351772220,9,23,No,39,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Metformin,Diabetes,53,43,10,Medium,6,Rainy,Yes,2025-07-15,Available,9847768163,10,22,No,45,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,16,31,11,Medium,2,Winter,No,2025-12-04,Low Stock,9679378987,8,21,Yes,46,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Azithromycin,Antibiotic,64,20,5,Low,3,Summer,No,2025-09-15,Available,9882969412,8,23,Yes,50,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Dolo,Painkiller,24,30,9,Medium,2,Summer,No,2025-03-10,Low Stock,9928717916,10,22,No,41,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Dolo,Painkiller,46,37,13,Medium,6,Summer,No,2025-10-31,Available,9680632801,8,21,No,49,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,26,46,12,Medium,5,Summer,No,2025-10-14,Low Stock,9273083496,9,21,Yes,13,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Paracetamol,Painkiller,34,32,11,Medium,3,Summer,No,2025-05-19,Available,9108008416,10,21,No,27,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,52,37,11,Medium,3,Summer,No,2025-05-08,Available,9162255759,10,23,No,34,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Vitamin D,Supplement,8,43,13,Medium,4,Summer,No,2025-10-22,Low Stock,9391592947,8,22,No,14,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,41,37,10,Medium,3,Summer,No,2025-03-28,Available,9934224840,9,23,Yes,18,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,71,20,9,Medium,5,Summer,No,2025-10-07,Available,9742643071,10,21,Yes,46,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Dolo,Painkiller,2,48,10,Medium,2,Summer,No,2025-05-17,Low Stock,9145844144,9,21,No,31,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,59,34,15,Medium,2,Summer,No,2025-02-04,Available,9610599997,8,21,Yes,40,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Cetrizine,Allergy,55,41,13,Medium,4,Summer,No,2025-05-23,Available,9876390355,10,21,No,43,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,16,24,7,Low,3,Summer,No,2025-05-25,Low Stock,9495181988,10,22,No,17,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,75,31,7,Low,3,Summer,No,2025-05-25,Available,9211594159,8,23,No,58,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,45,37,22,High,6,Rainy,Yes,2025-07-07,Available,9471520949,8,21,Yes,49,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,ORS,Hydration,70,48,18,High,5,Rainy,Yes,2025-06-20,Available,9246782916,10,23,Yes,10,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Azithromycin,Antibiotic,12,26,14,Medium,4,Rainy,No,2025-07-24,Low Stock,9404457455,9,22,No,13,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Vitamin D,Supplement,60,41,21,High,6,Rainy,Yes,2025-07-06,Available,9176470724,10,23,Yes,31,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Paracetamol,Painkiller,27,21,20,High,6,Rainy,Yes,2025-08-16,Available,9471062504,10,23,Yes,53,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Metformin,Diabetes,35,20,14,Medium,4,Rainy,Yes,2025-08-09,Available,9825666895,8,22,No,12,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Vitamin D,Supplement,57,46,13,Medium,5,Winter,Yes,2025-12-09,Available,9328255928,10,21,Yes,37,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Azithromycin,Antibiotic,6,29,15,Medium,2,Rainy,Yes,2025-07-06,Low Stock,9602431541,9,22,Yes,13,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,78,26,6,Low,6,Summer,No,2025-03-26,Available,9536475767,9,23,No,60,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Vitamin D,Supplement,2,35,9,Medium,2,Summer,No,2025-03-17,Low Stock,9437846195,9,22,Yes,50,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Crocin,Painkiller,55,22,15,Medium,3,Summer,No,2025-02-24,Available,9430979629,8,22,Yes,28,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,0,21,20,High,3,Rainy,Yes,2025-07-08,Out of Stock,9592342009,10,21,No,39,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,42,25,5,Low,5,Summer,No,2025-02-04,Available,9512793800,8,21,Yes,35,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,71,23,13,Medium,5,Rainy,No,2025-06-13,Available,9862290580,9,23,Yes,42,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,72,45,24,High,5,Rainy,Yes,2025-06-09,Available,9550542591,8,21,No,35,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,76,23,19,High,5,Rainy,Yes,2025-07-09,Available,9766018203,9,22,Yes,10,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Crocin,Painkiller,45,38,6,Low,6,Summer,No,2025-05-17,Available,9332281078,10,23,No,13,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Paracetamol,Painkiller,5,43,9,Medium,3,Summer,No,2025-03-02,Low Stock,9119017149,10,21,Yes,58,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Dolo,Painkiller,11,27,15,Medium,3,Summer,No,2025-10-28,Low Stock,9344886375,10,23,Yes,14,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Amoxicillin,Antibiotic,58,20,6,Low,2,Summer,No,2025-09-22,Available,9963708229,9,22,No,25,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,72,46,21,High,3,Winter,Yes,2025-01-28,Available,9843490170,9,23,Yes,56,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Metformin,Diabetes,38,35,20,High,3,Winter,Yes,2025-12-30,Available,9306050139,9,21,No,27,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,1,49,19,High,4,Rainy,Yes,2025-08-02,Low Stock,9177496828,9,22,No,55,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,48,38,14,Medium,6,Summer,No,2025-05-18,Available,9387869116,8,23,No,27,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Insulin,Diabetes,29,47,8,Low,3,Summer,No,2025-03-12,Low Stock,9804226022,8,23,No,19,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Dolo,Painkiller,19,31,9,Medium,4,Summer,No,2025-05-08,Low Stock,9928894340,9,23,No,55,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,46,37,18,High,3,Rainy,Yes,2025-06-18,Available,9768472064,9,21,Yes,48,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,78,22,13,Medium,4,Summer,No,2025-10-07,Available,9370778563,8,21,Yes,28,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Cetrizine,Allergy,61,43,7,Low,2,Summer,No,2025-10-04,Available,9638666744,10,23,Yes,28,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Azithromycin,Antibiotic,68,38,11,Medium,6,Summer,No,2025-09-07,Available,9717913265,10,22,No,37,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Insulin,Diabetes,26,20,11,Medium,2,Rainy,Yes,2025-07-03,Available,9509752148,9,21,Yes,57,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,51,38,5,Low,3,Summer,No,2025-04-20,Available,9440704820,8,21,Yes,45,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Crocin,Painkiller,6,30,5,Low,6,Summer,No,2025-04-29,Low Stock,9114757951,10,22,No,50,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Metformin,Diabetes,64,46,15,Medium,5,Summer,No,2025-03-02,Available,9588143331,9,21,No,51,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Paracetamol,Painkiller,24,50,10,Medium,3,Winter,No,2025-01-11,Low Stock,9731814902,9,22,No,33,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Metformin,Diabetes,1,47,11,Medium,6,Rainy,No,2025-08-26,Low Stock,9113691982,10,22,No,53,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Azithromycin,Antibiotic,43,21,15,Medium,6,Summer,No,2025-05-21,Available,9344170480,9,23,No,37,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Crocin,Painkiller,41,47,10,Medium,6,Winter,No,2025-11-26,Low Stock,9494746953,8,22,No,28,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,78,36,14,Medium,5,Rainy,No,2025-08-14,Available,9941409429,8,21,Yes,28,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Paracetamol,Painkiller,72,49,6,Low,2,Rainy,No,2025-08-10,Available,9955643321,9,21,No,11,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Insulin,Diabetes,51,22,14,Medium,2,Winter,No,2025-11-08,Available,9792561124,8,21,Yes,47,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,ORS,Hydration,36,29,13,Medium,3,Summer,No,2025-09-26,Available,9111538348,8,21,Yes,33,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Azithromycin,Antibiotic,30,25,13,Medium,6,Summer,No,2025-05-29,Available,9151679382,9,21,Yes,31,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,8,45,9,Medium,6,Summer,No,2025-10-06,Low Stock,9595023605,10,22,No,46,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,38,28,9,Medium,5,Summer,No,2025-10-28,Available,9446529061,8,21,Yes,26,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,ORS,Hydration,50,22,11,Medium,3,Summer,No,2025-04-19,Available,9155566436,10,22,Yes,15,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Amoxicillin,Antibiotic,39,31,9,Medium,5,Winter,No,2025-01-11,Available,9193040984,9,21,No,45,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Azithromycin,Antibiotic,7,22,14,Medium,4,Rainy,No,2025-06-23,Low Stock,9530682604,9,23,Yes,54,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Insulin,Diabetes,24,24,8,Low,6,Summer,No,2025-09-11,Available,9785817355,10,22,No,38,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,58,24,11,Medium,5,Winter,No,2025-11-28,Available,9105964810,10,23,No,24,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Metformin,Diabetes,40,27,6,Low,5,Summer,No,2025-02-14,Available,9315284504,10,22,No,35,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Azithromycin,Antibiotic,12,40,20,High,6,Rainy,Yes,2025-07-18,Low Stock,9753745362,8,22,Yes,10,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Azithromycin,Antibiotic,30,37,21,High,4,Winter,Yes,2025-01-08,Low Stock,9991434219,10,22,No,22,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,56,48,5,Low,2,Winter,No,2025-01-07,Available,9790936050,8,22,Yes,42,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,26,43,10,Medium,2,Summer,No,2025-04-03,Low Stock,9545068488,8,23,No,21,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Paracetamol,Painkiller,23,29,7,Low,6,Summer,No,2025-04-17,Low Stock,9644126715,9,23,Yes,36,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Cetrizine,Allergy,9,26,14,Medium,5,Winter,No,2025-12-25,Low Stock,9568043748,9,21,No,40,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Metformin,Diabetes,17,45,12,Medium,3,Summer,No,2025-04-15,Low Stock,9400994801,8,22,Yes,57,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Azithromycin,Antibiotic,73,46,18,High,4,Winter,Yes,2025-11-19,Available,9698621124,10,22,Yes,38,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,48,43,19,High,5,Rainy,Yes,2025-08-13,Available,9192914045,10,23,No,55,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Insulin,Diabetes,57,33,13,Medium,4,Summer,No,2025-04-19,Available,9977312725,10,21,Yes,55,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Crocin,Painkiller,38,27,10,Medium,6,Summer,No,2025-09-09,Available,9730754332,10,21,No,31,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Dolo,Painkiller,4,34,9,Medium,4,Summer,No,2025-03-27,Low Stock,9333741909,8,22,No,59,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Paracetamol,Painkiller,71,22,17,High,6,Rainy,Yes,2025-08-19,Available,9514594138,9,22,No,38,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,1,39,5,Low,6,Summer,No,2025-05-30,Low Stock,9584852381,10,23,Yes,22,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,43,25,12,Medium,6,Winter,No,2025-11-17,Available,9443032851,9,22,Yes,40,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Vitamin D,Supplement,24,47,14,Medium,5,Winter,No,2025-11-10,Low Stock,9391977045,9,22,Yes,31,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Crocin,Painkiller,72,40,7,Low,6,Summer,No,2025-02-12,Available,9978413003,9,22,Yes,47,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,14,22,11,Medium,4,Summer,No,2025-10-23,Low Stock,9475847290,9,22,Yes,51,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,33,24,12,Medium,2,Summer,No,2025-09-26,Available,9281484869,10,23,No,37,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Dolo,Painkiller,18,47,5,Low,4,Summer,No,2025-05-22,Low Stock,9232575730,8,23,Yes,26,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Paracetamol,Painkiller,22,35,13,Medium,3,Rainy,No,2025-08-30,Low Stock,9699893191,9,23,No,37,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,44,43,7,Low,5,Winter,No,2025-01-28,Available,9801724734,8,23,No,16,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,22,30,6,Low,6,Summer,No,2025-10-15,Low Stock,9763985261,8,21,Yes,56,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Azithromycin,Antibiotic,26,40,17,High,4,Winter,Yes,2025-12-02,Low Stock,9150739515,10,23,No,46,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,65,30,10,Medium,5,Winter,No,2025-11-13,Available,9121222427,9,23,Yes,20,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Cetrizine,Allergy,64,49,5,Low,6,Summer,No,2025-09-09,Available,9815288470,8,23,No,51,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,8,29,15,Medium,3,Winter,No,2025-11-20,Low Stock,9456080412,9,22,Yes,34,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Metformin,Diabetes,45,38,20,High,3,Rainy,Yes,2025-08-11,Available,9358165488,10,23,No,40,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Paracetamol,Painkiller,67,24,16,High,6,Winter,Yes,2025-12-17,Available,9482882287,8,22,Yes,44,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Amoxicillin,Antibiotic,2,25,10,Medium,4,Summer,No,2025-02-22,Low Stock,9884624420,8,21,Yes,25,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Cetrizine,Allergy,23,39,13,Medium,5,Rainy,Yes,2025-07-01,Low Stock,9272102284,10,22,No,44,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Paracetamol,Painkiller,54,33,6,Low,4,Winter,No,2025-01-30,Available,9250588192,10,23,Yes,48,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Amoxicillin,Antibiotic,22,22,16,High,5,Winter,Yes,2025-11-10,Available,9294393734,9,21,Yes,28,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Paracetamol,Painkiller,21,47,13,Medium,4,Rainy,Yes,2025-07-18,Low Stock,9484886127,9,21,Yes,25,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Dolo,Painkiller,46,45,11,Medium,5,Rainy,No,2025-08-31,Available,9602420296,9,23,No,23,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Paracetamol,Painkiller,69,24,22,High,2,Winter,Yes,2025-12-18,Available,9738488095,10,22,Yes,53,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,39,43,6,Low,2,Winter,No,2025-01-19,Low Stock,9952458426,8,21,No,35,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Crocin,Painkiller,21,37,13,Medium,3,Rainy,No,2025-07-25,Low Stock,9569834707,10,21,Yes,39,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,65,39,6,Low,6,Summer,No,2025-09-24,Available,9139215725,8,23,Yes,47,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,58,36,6,Low,2,Summer,No,2025-10-18,Available,9134534969,8,22,No,16,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,74,42,14,Medium,3,Winter,Yes,2025-11-01,Available,9706342416,10,22,Yes,30,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,45,39,8,Low,5,Winter,No,2025-12-27,Available,9616477837,9,21,No,50,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Dolo,Painkiller,61,37,15,Medium,2,Summer,No,2025-10-01,Available,9706564684,9,22,Yes,17,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Insulin,Diabetes,34,27,11,Medium,4,Summer,No,2025-05-05,Available,9518416460,10,23,Yes,21,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,79,25,18,High,6,Rainy,Yes,2025-08-18,Available,9191482908,9,22,Yes,26,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,75,23,8,Low,3,Winter,No,2025-12-25,Available,9508273207,8,21,No,37,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Crocin,Painkiller,55,48,14,Medium,5,Rainy,Yes,2025-06-14,Available,9667408619,8,23,No,29,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Azithromycin,Antibiotic,30,45,15,Medium,3,Rainy,Yes,2025-08-24,Low Stock,9390937583,9,21,Yes,47,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Azithromycin,Antibiotic,64,28,14,Medium,5,Rainy,Yes,2025-08-16,Available,9173715234,8,23,Yes,40,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,62,29,7,Low,4,Winter,No,2025-01-17,Available,9567800250,9,22,Yes,14,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Amoxicillin,Antibiotic,47,35,11,Medium,2,Summer,No,2025-04-15,Available,9824560201,10,23,Yes,21,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Azithromycin,Antibiotic,14,20,7,Low,3,Summer,No,2025-04-06,Low Stock,9456373178,8,22,No,55,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,80,24,21,High,4,Rainy,Yes,2025-06-23,Available,9441711209,10,23,Yes,57,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,ORS,Hydration,7,50,9,Medium,5,Summer,No,2025-03-30,Low Stock,9418291251,10,22,No,46,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,75,27,13,Medium,5,Summer,No,2025-09-23,Available,9649596964,10,22,Yes,27,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Azithromycin,Antibiotic,14,38,12,Medium,2,Summer,No,2025-09-10,Low Stock,9703517827,8,21,Yes,28,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Paracetamol,Painkiller,80,44,14,Medium,4,Summer,No,2025-10-15,Available,9896586452,9,23,Yes,26,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,45,33,13,Medium,4,Winter,No,2025-11-30,Available,9269859782,10,21,Yes,56,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Metformin,Diabetes,52,32,7,Low,4,Summer,No,2025-04-07,Available,9621523358,10,21,No,19,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Azithromycin,Antibiotic,3,43,15,Medium,5,Rainy,Yes,2025-06-12,Low Stock,9404784115,9,21,No,30,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,0,47,6,Low,4,Winter,No,2025-12-16,Out of Stock,9739663678,10,21,Yes,34,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Metformin,Diabetes,50,23,11,Medium,4,Summer,No,2025-03-14,Available,9376686755,10,23,Yes,45,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,18,25,13,Medium,4,Winter,No,2025-12-05,Low Stock,9508169416,10,21,Yes,43,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,11,26,15,Medium,5,Summer,No,2025-03-19,Low Stock,9936156419,9,21,No,57,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,59,23,15,Medium,6,Winter,No,2025-12-16,Available,9668755595,10,23,Yes,51,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Paracetamol,Painkiller,27,29,5,Low,4,Rainy,No,2025-08-10,Low Stock,9629253069,10,23,Yes,30,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Crocin,Painkiller,31,50,15,Medium,4,Rainy,No,2025-07-15,Low Stock,9622953696,9,21,No,12,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,53,41,9,Medium,3,Winter,No,2025-11-29,Available,9286203996,9,23,No,27,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Amoxicillin,Antibiotic,48,40,10,Medium,4,Summer,No,2025-05-31,Available,9995705974,8,23,Yes,30,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Dolo,Painkiller,25,40,15,Medium,6,Rainy,Yes,2025-07-11,Low Stock,9925661686,10,23,Yes,42,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Paracetamol,Painkiller,19,34,6,Low,6,Rainy,No,2025-07-26,Low Stock,9242511434,8,22,No,27,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,65,45,15,Medium,2,Summer,No,2025-02-02,Available,9835254523,9,21,Yes,59,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Paracetamol,Painkiller,40,35,11,Medium,2,Winter,No,2025-01-15,Available,9663419094,10,21,No,24,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Azithromycin,Antibiotic,9,40,9,Medium,2,Summer,No,2025-02-28,Low Stock,9199004585,8,22,No,54,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Azithromycin,Antibiotic,68,38,14,Medium,5,Winter,Yes,2025-12-07,Available,9593420306,10,21,Yes,55,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,ORS,Hydration,23,40,6,Low,6,Summer,No,2025-02-23,Low Stock,9433016493,10,22,No,24,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,15,40,13,Medium,2,Summer,No,2025-05-12,Low Stock,9623686423,8,22,Yes,26,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Dolo,Painkiller,38,21,13,Medium,6,Winter,Yes,2025-01-28,Available,9570602373,10,22,No,19,Hospital,2026-04-26 08:22:08.464303
